Euler1,Euler2,Euler3,n28,n28_noise,n32,n32_noise
49,42,70,0.002,2.247,0.007,1.851
49,42,77,0.005,2.882,0.004,1.234
49,42,84,0.003,2.315,0.007,0.83
49,42,91,0.006,3.219,0.005,2.077
49,42,98,0.001,1.552,0.002,2.273
49,42,105,0.007,2.951,0.005,1.831
49,42,112,0.005,0.961,0.006,1.363
49,42,119,0.006,2.577,0.005,2.891
49,42,126,0.002,1.709,0.006,2.344
49,42,133,0.006,3.874,0.003,2.758
49,42,140,0.005,0.526,0.004,3.096
49,42,147,0.005,1.409,0.007,2.817
49,42,154,0.006,1.28,0.003,1.793
49,42,161,0.002,4.431,0.004,0.671
49,42,168,0.004,2.082,0.005,0.598
49,42,175,0.003,2.175,0.001,2.079
49,49,0,0.005,2.878,0.005,2.395
49,49,7,0.004,1.648,0.005,1.131
49,49,14,0.004,1.165,0.005,1.528
49,49,21,0.005,1.598,0.004,2.331
49,49,28,0.004,3.671,0.004,2.54
49,49,35,0.005,2.339,0.003,0.775
49,49,42,0.005,2.766,0.005,1.546
49,49,49,0.003,0.967,0.003,3.321
49,49,56,0.006,1.519,0.003,1.237
49,49,63,0.004,1.505,0.005,2.534
49,49,70,0.005,2.297,0.004,0.713
49,49,77,0.003,2.574,0.005,1.6
49,49,84,0.005,1.879,0.004,2.292
49,49,91,0.004,3.068,0.003,1.612
49,49,98,0.004,1.222,0.005,2.043
49,49,105,0.003,2.596,0.004,2.236
49,49,112,0.006,0.762,0.004,1.116
49,49,119,0.005,2.258,0.005,2.077
49,49,126,0.003,0.508,0.005,0.783
49,49,133,0.005,0.987,0.004,2.042
49,49,140,0.003,3.34,0.005,2.621
49,49,147,0.004,2.951,0.004,1.148
49,49,154,0.003,1.831,0.005,1.647
49,49,161,0.006,5.873,0.004,1.522
49,49,168,0.003,0.808,0.005,0.886
49,49,175,0.005,4.266,0.004,4.574
49,56,0,0.003,3.11,0.004,1.467
49,56,7,0.004,2.153,0.003,2.504
49,56,14,0.004,2.056,0.003,1.984
49,56,21,0.002,0.814,0.004,3.291
49,56,28,0.004,2.47,0.003,1.03
49,56,35,0.004,3.339,0.004,3.075
49,56,42,0.003,4.197,0.004,4.131
49,56,49,0.005,2.191,0.005,1.872
49,56,56,0.003,3.547,0.004,0.734
49,56,63,0.005,2.082,0.005,0.531
49,56,70,0.003,1.57,0.003,0.743
49,56,77,0.004,1.367,0.004,2.035
49,56,84,0.005,0.983,0.003,0.659
49,56,91,0.002,2.703,0.004,2.134
49,56,98,0.005,4.222,0.004,1.537
49,56,105,0.004,1.674,0.005,2.56
49,56,112,0.003,1.389,0.004,2.339
49,56,119,0.004,1.631,0.003,1.028
49,56,126,0.004,1.595,0.003,3.645
49,56,133,0.004,1.412,0.003,0.844
49,56,140,0.005,2.478,0.003,2.367
49,56,147,0.003,2.72,0.004,3.166
49,56,154,0.004,2.199,0.004,1.816
49,56,161,0.004,2.065,0.004,1.248
49,56,168,0.003,5.295,0.003,2.981
49,56,175,0.005,2.4,0.003,0.691
49,63,0,0.004,1.442,0.004,0.56
49,63,7,0.003,1.516,0.004,1.112
49,63,14,0.004,0.556,0.004,2.153
49,63,21,0.004,2.393,0.004,2.35
49,63,28,0.003,1.829,0.004,0.508
49,63,35,0.004,1.614,0.004,1.06
49,63,42,0.004,1.362,0.004,2.892
49,63,49,0.002,2.396,0.003,0.99
49,63,56,0.004,3.129,0.003,0.982
49,63,63,0.003,1.469,0.003,1.583
49,63,70,0.003,0.417,0.002,2.149
49,63,77,0.002,1.987,0.003,1.888
49,63,84,0.003,2.942,0.003,1.231
49,63,91,0.004,1.75,0.004,0.782
49,63,98,0.003,2.383,0.004,1.451
49,63,105,0.003,1.377,0.003,1.771
49,63,112,0.004,2.68,0.004,2.424
49,63,119,0.003,1.311,0.004,1.547
49,63,126,0.004,3.01,0.004,2.366
49,63,133,0.004,2.081,0.003,2.056
49,63,140,0.002,0.554,0.003,2.646
49,63,147,0.004,3.745,0.003,2.686
49,63,154,0.003,2.731,0.003,1.515
49,63,161,0.003,2.103,0.002,2.913
49,63,168,0.004,3.061,0.003,3.043
49,63,175,0.003,2.806,0.003,0.703
49,70,0,0.003,1.79,0.003,2.469
49,70,7,0.003,2.034,0.003,1.702
49,70,14,0.003,1.263,0.003,4.089
49,70,21,0.003,0.567,0.004,2.2
49,70,28,0.002,2.964,0.003,1.076
49,70,35,0.003,1.878,0.003,1.258
49,70,42,0.003,2.423,0.004,1.867
49,70,49,0.003,2.743,0.003,1.106
49,70,56,0.003,1.328,0.003,3.736
49,70,63,0.003,1.142,0.004,2.163
49,70,70,0.003,1.864,0.003,3.148
49,70,77,0.003,2.103,0.002,2.308
49,70,84,0.004,2.329,0.004,2.224
49,70,91,0.002,3.014,0.003,1.43
49,70,98,0.003,1.418,0.003,1.551
49,70,105,0.004,1.795,0.003,2.554
49,70,112,0.003,4.311,0.004,2.475
49,70,119,0.002,1.003,0.003,1.702
49,70,126,0.003,0.891,0.003,3.065
49,70,133,0.003,0.652,0.003,1.793
49,70,140,0.003,1.778,0.003,2.764
49,70,147,0.003,1.849,0.003,0.724
49,70,154,0.002,1.705,0.004,0.824
49,70,161,0.003,1.487,0.002,0.861
49,70,168,0.004,5.688,0.003,3.135
49,70,175,0.002,0.742,0.003,1.736
49,77,0,0.003,1.388,0.003,1.504
49,77,7,0.002,1.257,0.003,1.1
49,77,14,0.003,1.401,0.003,3.54
49,77,21,0.003,3.618,0.003,0.941
49,77,28,0.004,3.592,0.003,6.087
49,77,35,0.003,2.628,0.004,3.257
49,77,42,0.003,4.335,0.003,3.893
49,77,49,0.002,3.663,0.003,1.503
49,77,56,0.003,7.668,0.002,4.071
49,77,63,0.003,5.149,0.003,5.58
49,77,70,0.004,2.035,0.001,1.502
49,77,77,0.003,3.678,0.003,0.517
49,77,84,0.003,2.149,0.002,0.362
49,77,91,0.003,2.591,0.003,3.757
49,77,98,0.003,0.81,0.003,6.297
49,77,105,0.003,1.958,0.003,3.359
49,77,112,0.003,3.97,0.003,0.55
49,77,119,0.004,3.087,0.003,1.432
49,77,126,0.003,2.561,0.003,4.397
49,77,133,0.003,4.57,0.002,2.743
49,77,140,0.003,8.633,0.003,3.593
49,77,147,0.002,2.034,0.002,1.313
49,77,154,0.003,2.157,0.004,3.286
49,77,161,0.004,4.951,0.003,1.693
49,77,168,0.004,2.849,0.004,2.627
49,77,175,0.003,1.336,0.002,1.336
49,84,0,0.007,7.039,0.004,10.304
49,84,7,0.002,7.713,0.003,1.702
49,84,14,0.002,1.322,0.004,12.894
49,84,21,0.002,2.227,0.002,2.695
49,84,28,0.004,8.619,0.004,9.482
49,84,35,0.005,6.098,0.005,6.156
49,84,42,0.005,10.579,0.003,1.145
49,84,49,0.006,2.673,0.003,2.809
49,84,56,0.006,2.451,0.004,5.143
49,84,63,0.006,5.867,0.004,2.844
49,84,70,0.004,6.608,0.003,3.991
49,84,77,0.003,12.109,0.002,4.226
49,84,84,0.002,11.985,0.003,8.638
49,84,91,0.004,1.499,0.004,1.902
49,84,98,0.005,1.654,0.004,2.781
49,84,105,0.002,3.763,0.003,2.106
49,84,112,0.002,3.266,0.002,5.266
49,84,119,0.003,3.327,0.004,3.08
49,84,126,0.004,2.704,0.004,10.87
49,84,133,0.005,6.331,0.003,4.42
49,84,140,0.005,41.378,0.002,6.374
49,84,147,0.007,12.69,0.003,5.264
49,84,154,0.006,11.164,0.004,11.522
49,84,161,0.005,8.267,0.003,1.773
49,84,168,0.005,4.491,0.003,2.1
49,84,175,0.004,7.406,0.003,9.438
56,0,0,0.0,14.133,0.244,17.915
56,0,7,0.278,14.755,0.248,11.243
56,0,14,0.249,5.792,0.247,6.564
56,0,21,0.246,17.197,0.0,15.305
56,0,28,0.0,8.496,0.247,4.15
56,0,35,0.242,16.674,0.247,8.434
56,0,42,0.277,11.719,0.0,0.111
56,0,49,0.277,15.461,0.235,6.695
56,0,56,0.283,12.291,0.243,5.883
56,0,63,0.266,8.127,0.261,10.209
56,0,70,0.0,10.561,0.267,11.881
56,0,77,0.277,9.585,0.29,0.401
56,0,84,0.257,10.326,0.267,3.71
56,0,91,0.274,7.779,0.268,0.513
56,0,98,0.25,14.215,0.333,8.58
56,0,105,0.0,9.072,0.313,14.217
56,0,112,0.278,0.796,0.264,11.776
56,0,119,0.086,5.125,0.0,8.083
56,0,126,0.266,11.211,0.0,8.164
56,0,133,0.0,13.504,0.0,6.771
56,0,140,0.0,4.782,0.252,13.242
56,0,147,0.252,11.022,0.273,11.329
56,0,154,0.252,8.946,0.0,8.588
56,0,161,0.278,13.22,0.266,14.814
56,0,168,0.279,5.118,0.229,8.711
56,0,175,0.256,7.606,0.268,0.474
56,7,0,0.006,4.732,0.003,7.211
56,7,7,0.003,5.327,0.003,2.653
56,7,14,0.006,5.729,0.003,5.995
56,7,21,0.003,5.265,0.003,8.679
56,7,28,0.003,4.891,0.003,12.822
56,7,35,0.003,3.784,0.004,2.967
56,7,42,0.004,7.031,0.003,10.154
56,7,49,0.002,11.47,0.003,6.908
56,7,56,0.003,7.22,0.006,3.654
56,7,63,0.002,4.682,0.002,9.063
56,7,70,0.003,8.827,0.003,4.607
56,7,77,0.002,9.271,0.003,7.018
56,7,84,0.003,9.894,0.004,4.569
56,7,91,0.004,5.942,0.003,9.508
56,7,98,0.003,4.223,0.004,6.597
56,7,105,0.008,10.086,0.002,5.598
56,7,112,0.003,4.325,0.003,1.93
56,7,119,0.002,3.727,0.003,4.778
56,7,126,0.003,5.721,0.002,7.0
56,7,133,0.003,4.062,0.003,7.005
56,7,140,0.003,3.245,0.003,8.611
56,7,147,0.003,8.03,0.003,7.681
56,7,154,0.002,7.699,0.117,7.004
56,7,161,0.038,4.318,0.002,8.386
56,7,168,0.003,4.14,0.155,5.962
56,7,175,0.099,6.485,0.003,4.275
56,14,0,0.002,3.712,0.001,11.84
56,14,7,0.002,6.291,0.002,7.386
56,14,14,0.002,7.954,0.001,5.098
56,14,21,0.002,8.137,0.001,4.268
56,14,28,0.002,1.684,0.003,7.416
56,14,35,0.001,2.637,0.001,6.745
56,14,42,0.001,5.696,0.002,4.041
56,14,49,0.012,2.067,0.003,1.279
56,14,56,0.002,6.55,0.001,7.858
56,14,63,0.001,3.78,0.002,5.956
56,14,70,0.002,8.501,0.002,6.841
56,14,77,0.002,4.053,0.002,4.404
56,14,84,0.002,5.525,0.001,5.3
56,14,91,0.002,0.516,0.002,6.605
56,14,98,0.001,6.354,0.002,5.441
56,14,105,0.001,8.339,0.002,9.509
56,14,112,0.001,3.093,0.001,2.545
56,14,119,0.014,7.993,0.005,8.151
56,14,126,0.001,3.636,0.002,2.303
56,14,133,0.001,7.783,0.002,1.54
56,14,140,0.001,8.18,0.002,8.501
56,14,147,0.002,10.342,0.001,5.572
56,14,154,0.001,1.636,0.001,1.917
56,14,161,0.002,7.62,0.002,5.317
56,14,168,0.001,6.755,0.001,7.495
56,14,175,0.002,1.884,0.004,4.488
56,21,0,0.001,6.737,0.003,11.618
56,21,7,0.003,5.739,0.001,0.825
56,21,14,0.013,0.666,0.002,3.915
56,21,21,0.001,1.873,0.001,4.378
56,21,28,0.001,10.711,0.002,6.229
56,21,35,0.001,1.161,0.007,11.687
56,21,42,0.003,7.034,0.001,4.501
56,21,49,0.006,3.082,0.006,2.686
56,21,56,0.002,2.723,0.003,2.348
56,21,63,0.009,1.894,0.001,1.869
56,21,70,0.002,2.006,0.007,1.753
56,21,77,0.011,1.43,0.003,5.736
56,21,84,0.005,4.635,0.004,3.71
56,21,91,0.001,2.773,0.001,6.134
56,21,98,0.002,5.687,0.001,1.567
56,21,105,0.013,2.09,0.004,3.06
56,21,112,0.001,6.064,0.006,4.065
56,21,119,0.001,4.334,0.001,4.236
56,21,126,0.002,0.373,0.005,6.022
56,21,133,0.003,7.849,0.005,2.533
56,21,140,0.007,2.892,0.001,4.167
56,21,147,0.002,5.766,0.002,3.098
56,21,154,0.002,4.709,0.001,2.442
56,21,161,0.004,1.802,0.002,4.229
56,21,168,0.003,11.692,0.005,4.105
56,21,175,0.003,7.388,0.003,1.31
56,28,0,0.011,1.449,0.009,4.001
56,28,7,0.011,1.554,0.001,1.509
56,28,14,0.001,4.229,0.009,3.723
56,28,21,0.012,5.245,0.013,1.604
56,28,28,0.001,3.749,0.004,6.706
56,28,35,0.006,4.742,0.011,3.449
56,28,42,0.01,0.979,0.009,4.08
56,28,49,0.001,5.179,0.004,8.512
56,28,56,0.01,6.53,0.011,2.135
56,28,63,0.003,1.045,0.001,3.148
56,28,70,0.004,5.595,0.011,3.104
56,28,77,0.011,2.775,0.005,3.138
56,28,84,0.0,2.826,0.007,2.323
56,28,91,0.008,3.119,0.008,2.799
56,28,98,0.011,1.421,0.001,1.953
56,28,105,0.002,4.23,0.01,5.459
56,28,112,0.012,4.176,0.002,1.724
56,28,119,0.001,6.923,0.004,3.23
56,28,126,0.009,1.064,0.009,0.925
56,28,133,0.009,5.256,0.001,1.478
56,28,140,0.001,0.417,0.01,0.731
56,28,147,0.011,3.344,0.001,1.027
56,28,154,0.006,6.011,0.006,3.51
56,28,161,0.005,2.785,0.011,0.601
56,28,168,0.011,4.778,0.002,1.856
56,28,175,0.001,5.836,0.009,1.771
56,35,0,0.008,1.202,0.006,1.595
56,35,7,0.009,0.784,0.001,2.201
56,35,14,0.007,2.199,0.01,3.601
56,35,21,0.007,1.637,0.009,1.566
56,35,28,0.002,0.601,0.007,2.67
56,35,35,0.003,4.266,0.002,2.67
56,35,42,0.01,2.721,0.003,3.01
56,35,49,0.008,0.874,0.004,2.625
56,35,56,0.004,2.07,0.005,2.388
56,35,63,0.007,2.867,0.008,2.527
56,35,70,0.007,4.116,0.001,1.42
56,35,77,0.01,3.544,0.007,3.663
56,35,84,0.005,3.166,0.005,3.007
56,35,91,0.003,3.505,0.008,2.117
56,35,98,0.006,6.646,0.008,5.29
56,35,105,0.005,0.885,0.005,1.798
56,35,112,0.003,2.51,0.006,5.899
56,35,119,0.01,2.204,0.007,0.718
56,35,126,0.003,1.086,0.008,2.388
56,35,133,0.005,1.182,0.008,3.694
56,35,140,0.008,0.917,0.006,1.583
56,35,147,0.005,3.014,0.008,3.269
56,35,154,0.007,2.825,0.005,1.505
56,35,161,0.004,7.529,0.007,1.81
56,35,168,0.01,0.651,0.005,3.073
56,35,175,0.005,1.36,0.005,3.32
56,42,0,0.007,0.979,0.007,3.661
56,42,7,0.006,2.172,0.001,1.783
56,42,14,0.005,5.121,0.008,1.198
56,42,21,0.008,1.355,0.006,1.359
56,42,28,0.008,3.354,0.003,2.337
56,42,35,0.006,2.035,0.008,1.889
56,42,42,0.008,2.441,0.004,0.932
56,42,49,0.003,3.275,0.005,3.007
56,42,56,0.007,1.444,0.008,4.573
56,42,63,0.005,1.969,0.003,3.877
56,42,70,0.007,1.226,0.007,2.337
56,42,77,0.002,1.663,0.006,0.732
56,42,84,0.007,2.969,0.002,1.898
56,42,91,0.004,1.946,0.008,2.395
56,42,98,0.005,0.579,0.006,1.522
56,42,105,0.006,1.693,0.006,1.172
56,42,112,0.007,4.458,0.007,0.659
56,42,119,0.007,0.509,0.002,1.495
56,42,126,0.007,1.949,0.004,1.204
56,42,133,0.008,1.814,0.008,2.949
56,42,140,0.001,3.674,0.007,3.852
56,42,147,0.007,1.93,0.008,1.78
56,42,154,0.004,0.198,0.008,4.132
56,42,161,0.007,3.56,0.005,3.445
56,42,168,0.003,1.872,0.008,2.841
56,42,175,0.007,1.178,0.006,1.69
56,49,0,0.006,2.182,0.005,3.437
56,49,7,0.003,0.832,0.004,0.968
56,49,14,0.007,2.807,0.006,2.04
56,49,21,0.001,2.21,0.002,1.743
56,49,28,0.006,2.102,0.006,1.649
56,49,35,0.004,1.498,0.004,2.247
56,49,42,0.006,1.976,0.006,2.248
56,49,49,0.004,1.53,0.007,2.859
56,49,56,0.007,1.662,0.007,3.152
56,49,63,0.005,3.204,0.004,1.612
56,49,70,0.006,2.854,0.005,0.955
56,49,77,0.005,2.275,0.004,2.007
56,49,84,0.005,1.212,0.005,0.568
56,49,91,0.007,1.66,0.005,0.567
56,49,98,0.003,2.824,0.004,2.167
56,49,105,0.007,2.276,0.005,0.891
56,49,112,0.004,3.52,0.004,0.797
56,49,119,0.005,3.107,0.004,3.552
56,49,126,0.004,1.605,0.006,0.68
56,49,133,0.007,1.764,0.004,1.433
56,49,140,0.003,1.461,0.006,1.289
56,49,147,0.006,3.025,0.007,1.116
56,49,154,0.005,1.568,0.005,1.908
56,49,161,0.005,1.183,0.005,0.873
56,49,168,0.005,2.4,0.003,0.546
56,49,175,0.004,0.028,0.005,0.807
56,56,0,0.005,0.61,0.005,3.411
56,56,7,0.003,3.155,0.003,1.402
56,56,14,0.006,1.233,0.004,1.989
56,56,21,0.004,2.086,0.004,0.852
56,56,28,0.005,1.403,0.005,1.592
56,56,35,0.005,1.339,0.004,2.243
56,56,42,0.004,2.403,0.002,2.427
56,56,49,0.005,1.616,0.004,2.879
56,56,56,0.004,2.407,0.004,2.353
56,56,63,0.005,3.281,0.005,2.278
56,56,70,0.005,2.819,0.005,3.817
56,56,77,0.004,1.75,0.005,2.291
56,56,84,0.005,1.493,0.003,2.168
56,56,91,0.005,3.358,0.004,2.918
56,56,98,0.004,2.678,0.004,0.95
56,56,105,0.005,3.333,0.004,2.005
56,56,112,0.004,0.925,0.005,2.297
56,56,119,0.004,4.818,0.004,2.174
56,56,126,0.005,1.431,0.005,1.512
56,56,133,0.003,0.709,0.004,1.114
56,56,140,0.004,3.933,0.005,0.925
56,56,147,0.005,2.343,0.003,1.173
56,56,154,0.005,1.6,0.004,3.913
56,56,161,0.005,2.331,0.003,2.061
56,56,168,0.004,1.714,0.005,2.848
56,56,175,0.005,2.16,0.005,3.41
56,63,0,0.003,0.971,0.004,2.962
56,63,7,0.004,1.406,0.005,1.547
56,63,14,0.004,2.132,0.003,1.813
56,63,21,0.004,1.682,0.004,1.072
56,63,28,0.004,2.828,0.004,2.089
56,63,35,0.004,2.67,0.004,2.43
56,63,42,0.005,2.385,0.003,0.717
56,63,49,0.004,5.474,0.004,4.727
56,63,56,0.004,0.965,0.003,2.524
56,63,63,0.004,2.39,0.004,0.729
56,63,70,0.004,3.054,0.004,2.901
56,63,77,0.004,2.766,0.004,1.74
56,63,84,0.004,1.147,0.005,1.634
56,63,91,0.004,3.252,0.004,3.178
56,63,98,0.004,2.968,0.004,2.513
56,63,105,0.004,1.052,0.004,2.923
56,63,112,0.004,3.694,0.004,2.442
56,63,119,0.004,0.938,0.004,2.783
56,63,126,0.003,2.169,0.003,3.244
56,63,133,0.005,0.835,0.003,1.189
56,63,140,0.004,4.956,0.004,1.166
56,63,147,0.004,1.673,0.004,1.23
56,63,154,0.004,0.433,0.005,2.551
56,63,161,0.004,2.204,0.004,0.89
56,63,168,0.004,2.682,0.004,2.154
56,63,175,0.005,2.041,0.004,1.844
56,70,0,0.004,1.326,0.004,1.29
56,70,7,0.004,0.968,0.003,5.222
56,70,14,0.003,1.903,0.004,2.133
56,70,21,0.003,1.675,0.004,6.135
56,70,28,0.003,4.115,0.003,2.779
56,70,35,0.002,2.86,0.004,1.499
56,70,42,0.003,1.479,0.003,0.335
56,70,49,0.003,1.107,0.003,3.11
56,70,56,0.003,1.158,0.004,0.713
56,70,63,0.004,2.194,0.004,0.286
56,70,70,0.003,1.968,0.003,3.084
56,70,77,0.003,1.493,0.004,3.029
56,70,84,0.004,2.707,0.004,0.688
56,70,91,0.004,0.463,0.003,0.255
56,70,98,0.002,2.06,0.003,4.21
56,70,105,0.003,2.098,0.004,2.43
56,70,112,0.004,3.123,0.003,3.396
56,70,119,0.003,4.333,0.003,1.774
56,70,126,0.002,3.164,0.004,3.591
56,70,133,0.003,3.602,0.004,1.087
56,70,140,0.003,1.968,0.003,1.043
56,70,147,0.003,2.719,0.004,0.853
56,70,154,0.004,1.423,0.003,1.099
56,70,161,0.003,1.679,0.003,5.552
56,70,168,0.004,0.961,0.004,1.908
56,70,175,0.004,3.404,0.002,1.264
56,77,0,0.004,4.896,0.003,1.782
56,77,7,0.003,6.025,0.004,3.062
56,77,14,0.003,3.696,0.003,1.929
56,77,21,0.002,4.298,0.003,5.25
56,77,28,0.003,3.753,0.003,1.259
56,77,35,0.004,1.046,0.003,1.351
56,77,42,0.004,1.957,0.003,1.855
56,77,49,0.003,2.82,0.004,2.419
56,77,56,0.002,2.058,0.003,0.529
56,77,63,0.004,0.376,0.003,4.292
56,77,70,0.003,4.714,0.004,0.727
56,77,77,0.004,1.247,0.003,1.365
56,77,84,0.003,4.959,0.004,0.84
56,77,91,0.004,1.468,0.003,6.131
56,77,98,0.003,1.514,0.004,1.855
56,77,105,0.003,1.548,0.002,1.879
56,77,112,0.002,2.682,0.004,6.629
56,77,119,0.003,0.86,0.003,1.201
56,77,126,0.003,1.305,0.003,2.416
56,77,133,0.004,5.128,0.003,4.168
56,77,140,0.003,2.052,0.003,1.328
56,77,147,0.003,1.826,0.003,1.649
56,77,154,0.003,4.38,0.003,1.108
56,77,161,0.003,2.453,0.003,3.962
56,77,168,0.004,3.356,0.003,0.661
56,77,175,0.004,2.229,0.003,3.777
56,84,0,0.005,0.88,0.003,6.044
56,84,7,0.003,2.652,0.004,2.912
56,84,14,0.003,2.776,0.004,6.352
56,84,21,0.003,15.238,0.003,9.477
56,84,28,0.003,16.419,0.002,0.609
56,84,35,0.002,6.036,0.004,3.566
56,84,42,0.002,1.586,0.004,10.196
56,84,49,0.002,3.534,0.004,2.786
56,84,56,0.003,8.273,0.002,0.903
56,84,63,0.004,8.002,0.003,1.885
56,84,70,0.005,2.316,0.004,0.727
56,84,77,0.005,6.684,0.004,4.618
56,84,84,0.005,3.441,0.002,7.343
56,84,91,0.004,5.56,0.002,5.81
56,84,98,0.004,6.468,0.004,5.794
56,84,105,0.003,3.153,0.005,10.411
56,84,112,0.003,4.718,0.003,3.719
56,84,119,0.002,4.196,0.002,11.042
56,84,126,0.004,6.995,0.003,4.665
56,84,133,0.003,10.835,0.004,6.146
56,84,140,0.003,1.987,0.004,7.209
56,84,147,0.003,21.319,0.002,6.768
56,84,154,0.004,8.781,0.002,2.249
56,84,161,0.005,6.765,0.004,0.763
56,84,168,0.006,3.763,0.004,2.602
56,84,175,0.005,4.934,0.003,5.454
63,0,0,0.0,2.31,0.255,6.068
63,0,7,0.0,7.149,0.266,11.336
63,0,14,0.0,8.894,0.238,8.596
63,0,21,0.246,0.039,0.263,10.479
63,0,28,0.266,4.471,0.0,7.747
63,0,35,0.0,8.078,0.0,10.532
63,0,42,0.0,4.768,0.232,9.233
63,0,49,0.26,5.665,0.294,7.512
63,0,56,0.262,6.508,0.258,7.607
63,0,63,0.271,10.623,0.0,8.576
63,0,70,0.0,3.005,0.253,17.456
63,0,77,0.278,10.734,0.25,4.699
63,0,84,0.0,14.78,0.244,0.268
63,0,91,0.293,7.983,0.252,3.435
63,0,98,0.0,6.051,0.0,7.142
63,0,105,0.0,10.613,0.0,8.206
63,0,112,0.0,3.761,0.256,12.62
63,0,119,0.0,8.807,0.272,11.817
63,0,126,0.248,5.539,0.235,3.827
63,0,133,0.281,12.05,0.277,6.369
63,0,140,0.264,5.769,0.281,6.616
63,0,147,0.0,13.663,0.0,0.039
63,0,154,0.281,5.98,0.262,9.135
63,0,161,0.284,6.118,0.0,8.063
63,0,168,0.264,1.708,0.248,7.157
63,0,175,0.252,0.862,0.0,7.258
63,7,0,0.003,10.711,0.002,5.485
63,7,7,0.004,7.09,0.003,6.34
63,7,14,0.003,7.906,0.004,0.723
63,7,21,0.005,4.566,0.004,2.573
63,7,28,0.004,3.557,0.003,7.573
63,7,35,0.004,5.072,0.005,2.894
63,7,42,0.003,11.242,0.004,6.265
63,7,49,0.004,3.027,0.004,12.418
63,7,56,0.004,4.832,0.004,4.877
63,7,63,0.004,8.357,0.004,7.002
63,7,70,0.008,3.767,0.004,5.323
63,7,77,0.003,4.534,0.005,12.437
63,7,84,0.004,7.005,0.004,2.717
63,7,91,0.004,3.574,0.277,7.004
63,7,98,0.003,10.695,0.004,5.935
63,7,105,0.006,6.749,0.004,10.569
63,7,112,0.004,5.809,0.004,4.639
63,7,119,0.003,10.888,0.003,4.765
63,7,126,0.013,9.709,0.003,6.737
63,7,133,0.003,3.498,0.003,4.522
63,7,140,0.004,4.791,0.001,4.76
63,7,147,0.003,9.02,0.004,1.502
63,7,154,0.004,6.068,0.003,6.09
63,7,161,0.002,2.836,0.004,8.177
63,7,168,0.093,9.934,0.001,2.611
63,7,175,0.006,8.437,0.001,3.535
63,14,0,0.001,4.74,0.002,6.502
63,14,7,0.002,2.896,0.002,4.101
63,14,14,0.002,6.732,0.002,7.107
63,14,21,0.002,11.376,0.002,12.162
63,14,28,0.002,6.516,0.002,7.469
63,14,35,0.002,4.164,0.002,4.359
63,14,42,0.003,1.155,0.002,7.122
63,14,49,0.001,7.139,0.002,4.039
63,14,56,0.002,4.333,0.002,6.705
63,14,63,0.013,3.711,0.004,5.036
63,14,70,0.002,5.371,0.002,4.4
63,14,77,0.003,5.997,0.002,6.896
63,14,84,0.002,2.1,0.002,2.802
63,14,91,0.003,2.481,0.002,3.561
63,14,98,0.001,6.962,0.002,7.211
63,14,105,0.002,9.13,0.015,6.816
63,14,112,0.001,2.261,0.002,9.23
63,14,119,0.002,3.787,0.002,7.583
63,14,126,0.002,2.599,0.002,8.616
63,14,133,0.013,6.145,0.001,3.125
63,14,140,0.001,7.342,0.002,5.535
63,14,147,0.002,3.753,0.002,6.41
63,14,154,0.014,7.004,0.002,5.71
63,14,161,0.002,4.485,0.003,5.573
63,14,168,0.002,4.067,0.002,4.066
63,14,175,0.005,6.714,0.002,3.736
63,21,0,0.003,2.023,0.001,9.523
63,21,7,0.004,6.202,0.005,3.935
63,21,14,0.013,3.904,0.001,3.527
63,21,21,0.011,9.755,0.005,9.892
63,21,28,0.004,4.122,0.011,4.625
63,21,35,0.002,8.352,0.003,2.618
63,21,42,0.008,2.915,0.018,2.202
63,21,49,0.013,2.627,0.002,2.089
63,21,56,0.002,1.491,0.001,3.114
63,21,63,0.005,4.73,0.013,4.374
63,21,70,0.001,4.124,0.007,5.051
63,21,77,0.018,9.768,0.004,1.562
63,21,84,0.001,5.987,0.013,3.228
63,21,91,0.001,1.287,0.004,9.409
63,21,98,0.005,5.14,0.007,4.477
63,21,105,0.016,7.895,0.004,2.839
63,21,112,0.002,2.326,0.001,6.224
63,21,119,0.005,3.871,0.006,9.551
63,21,126,0.004,6.959,0.016,3.132
63,21,133,0.006,3.97,0.008,3.512
63,21,140,0.014,9.493,0.002,9.401
63,21,147,0.001,2.809,0.003,9.55
63,21,154,0.006,2.48,0.002,7.501
63,21,161,0.001,2.974,0.004,2.051
63,21,168,0.014,7.465,0.007,2.688
63,21,175,0.001,2.795,0.001,2.712
63,28,0,0.016,12.731,0.002,1.008
63,28,7,0.001,0.622,0.003,3.096
63,28,14,0.008,1.346,0.012,12.725
63,28,21,0.004,4.613,0.001,4.804
63,28,28,0.005,3.397,0.01,4.241
63,28,35,0.015,1.126,0.01,3.562
63,28,42,0.001,5.147,0.001,8.839
63,28,49,0.016,5.789,0.014,11.867
63,28,56,0.012,4.507,0.003,12.577
63,28,63,0.001,2.518,0.013,4.946
63,28,70,0.015,6.811,0.013,13.052
63,28,77,0.001,3.105,0.001,1.954
63,28,84,0.01,2.196,0.016,6.528
63,28,91,0.016,6.484,0.001,3.271
63,28,98,0.001,4.236,0.009,3.391
63,28,105,0.013,7.124,0.007,5.271
63,28,112,0.002,3.16,0.001,3.512
63,28,119,0.006,2.372,0.015,2.427
63,28,126,0.015,2.329,0.002,5.57
63,28,133,0.001,12.323,0.016,3.083
