Euler1,Euler2,Euler3,4samples,8samples,16samples,24samples
49,42,70,5.037,0.004,0.003,0.005
49,42,77,10.746,0.006,0.006,0.006
49,42,84,17.734,0.005,0.006,0.005
49,42,91,1.042,0.003,0.005,0.003
49,42,98,24.268,0.006,0.007,0.006
49,42,105,6.77,0.007,0.007,0.006
49,42,112,11.543,0.005,0.004,0.006
49,42,119,6.332,0.004,0.005,0.002
49,42,126,10.89,0.006,0.002,0.005
49,42,133,4.229,0.006,0.002,0.006
49,42,140,6.768,0.005,0.002,0.002
49,42,147,1.415,0.004,0.005,0.005
49,42,154,8.911,0.007,0.005,0.004
49,42,161,4.964,0.002,0.002,0.005
49,42,168,11.896,0.007,0.006,0.005
49,42,175,5.983,0.006,0.005,0.004
49,49,0,0.012,0.005,0.005,0.004
49,49,7,11.643,0.005,0.005,0.005
49,49,14,10.075,0.005,0.005,0.005
49,49,21,1.257,0.004,0.003,0.004
49,49,28,0.346,0.003,0.003,0.004
49,49,35,2.488,0.005,0.004,0.003
49,49,42,1.744,0.003,0.004,0.003
49,49,49,2.503,0.001,0.003,0.003
49,49,56,0.273,0.003,0.003,0.004
49,49,63,3.509,0.004,0.004,0.004
49,49,70,5.809,0.006,0.005,0.005
49,49,77,6.643,0.005,0.004,0.005
49,49,84,8.984,0.004,0.005,0.005
49,49,91,1.734,0.003,0.004,0.004
49,49,98,68.995,0.005,0.004,0.005
49,49,105,3.748,0.003,0.003,0.004
49,49,112,4.608,0.004,0.003,0.005
49,49,119,7.3,0.005,0.005,0.005
49,49,126,5.753,0.005,0.005,0.004
49,49,133,13.997,0.006,0.005,0.004
49,49,140,6.93,0.002,0.005,0.003
49,49,147,18.015,0.001,0.004,0.002
49,49,154,6.109,0.005,0.005,0.003
49,49,161,2.512,0.006,0.003,0.004
49,49,168,7.66,0.006,0.004,0.004
49,49,175,18.197,0.004,0.004,0.005
49,56,0,1.229,0.003,0.004,0.004
49,56,7,2.657,0.003,0.003,0.004
49,56,14,11.12,0.004,0.004,0.004
49,56,21,9.839,0.004,0.004,0.004
49,56,28,5.025,0.004,0.004,0.004
49,56,35,31.135,0.005,0.004,0.004
49,56,42,5.894,0.004,0.004,0.005
49,56,49,8.447,0.002,0.003,0.003
49,56,56,0.367,0.004,0.004,0.005
49,56,63,1.674,0.003,0.004,0.004
49,56,70,2.221,0.004,0.004,0.004
49,56,77,21.19,0.004,0.004,0.004
49,56,84,2.022,0.004,0.004,0.004
49,56,91,11.778,0.006,0.005,0.004
49,56,98,7.156,0.004,0.003,0.004
49,56,105,21.108,0.004,0.004,0.004
49,56,112,0.595,0.004,0.002,0.004
49,56,119,0.095,0.004,0.004,0.004
49,56,126,15.436,0.004,0.004,0.003
49,56,133,4.681,0.003,0.004,0.004
49,56,140,0.351,0.006,0.003,0.004
49,56,147,0.019,0.004,0.004,0.004
49,56,154,4.068,0.003,0.004,0.004
49,56,161,39.274,0.004,0.005,0.005
49,56,168,33.682,0.003,0.004,0.004
49,56,175,3.451,0.006,0.003,0.004
49,63,0,12.946,0.004,0.004,0.003
49,63,7,11.965,0.004,0.003,0.003
49,63,14,7.354,0.004,0.003,0.003
49,63,21,11.655,0.003,0.002,0.004
49,63,28,5.388,0.003,0.003,0.003
49,63,35,24.202,0.004,0.003,0.003
49,63,42,39.949,0.004,0.003,0.004
49,63,49,2.518,0.002,0.003,0.004
49,63,56,7.266,0.004,0.003,0.004
49,63,63,9.365,0.002,0.002,0.004
49,63,70,5.447,0.002,0.003,0.004
49,63,77,4.357,0.003,0.002,0.003
49,63,84,1.627,0.003,0.003,0.004
49,63,91,0.049,0.002,0.003,0.003
49,63,98,20.044,0.002,0.004,0.003
49,63,105,10.889,0.003,0.003,0.004
49,63,112,5.036,0.003,0.003,0.003
49,63,119,16.098,0.003,0.003,0.003
49,63,126,1.174,0.004,0.004,0.004
49,63,133,5.522,0.005,0.003,0.003
49,63,140,8.062,0.003,0.004,0.003
49,63,147,25.692,0.005,0.004,0.004
49,63,154,10.024,0.004,0.004,0.003
49,63,161,13.66,0.003,0.004,0.004
49,63,168,34.619,0.003,0.004,0.004
49,63,175,11.496,0.004,0.004,0.004
49,70,0,0.086,0.003,0.003,0.003
49,70,7,3.135,0.005,0.004,0.003
49,70,14,57.656,0.003,0.003,0.003
49,70,21,10.571,0.003,0.003,0.003
49,70,28,1.741,0.004,0.003,0.003
49,70,35,15.255,0.003,0.003,0.003
49,70,42,28.817,0.003,0.003,0.003
49,70,49,4.395,0.004,0.003,0.003
49,70,56,0.439,0.005,0.003,0.003
49,70,63,49.955,0.004,0.004,0.003
49,70,70,0.648,0.003,0.003,0.003
49,70,77,16.674,0.003,0.003,0.003
49,70,84,16.697,0.002,0.003,0.003
49,70,91,0.479,0.004,0.002,0.003
49,70,98,18.274,0.004,0.003,0.003
49,70,105,44.601,0.003,0.003,0.003
49,70,112,12.334,0.004,0.003,0.003
49,70,119,8.616,0.004,0.003,0.003
49,70,126,14.905,0.003,0.003,0.003
49,70,133,52.817,0.001,0.002,0.003
49,70,140,5.834,0.002,0.003,0.003
49,70,147,11.847,0.003,0.003,0.003
49,70,154,18.777,0.003,0.003,0.003
49,70,161,20.979,0.004,0.003,0.003
49,70,168,37.424,0.003,0.003,0.003
49,70,175,12.813,0.004,0.002,0.003
49,77,0,40.154,0.002,0.002,0.003
49,77,7,7.227,0.007,0.002,0.002
49,77,14,20.783,0.008,0.003,0.003
49,77,21,5.656,0.003,0.004,0.003
49,77,28,3.609,0.003,0.002,0.003
49,77,35,11.259,0.004,0.003,0.003
49,77,42,21.91,0.003,0.003,0.003
49,77,49,10.56,0.002,0.003,0.003
49,77,56,6.883,0.007,0.003,0.003
49,77,63,18.112,0.005,0.004,0.003
49,77,70,1.093,0.003,0.003,0.003
49,77,77,4.77,0.005,0.003,0.003
49,77,84,4.689,0.002,0.004,0.003
49,77,91,9.207,0.008,0.003,0.003
49,77,98,4.49,0.008,0.003,0.003
49,77,105,4.264,0.006,0.003,0.003
49,77,112,29.887,0.003,0.004,0.002
49,77,119,17.3,0.003,0.003,0.003
49,77,126,17.068,0.005,0.003,0.003
49,77,133,4.085,0.005,0.003,0.003
49,77,140,49.187,0.013,0.003,0.003
49,77,147,10.037,0.004,0.003,0.003
49,77,154,3.339,0.004,0.004,0.003
49,77,161,42.729,0.004,0.003,0.003
49,77,168,13.257,0.004,0.003,0.003
49,77,175,8.19,0.008,0.004,0.003
49,84,0,20.553,0.082,0.003,0.003
49,84,7,78.531,0.042,0.002,0.004
49,84,14,17.936,0.014,0.004,0.003
49,84,21,11.142,0.009,0.005,0.005
49,84,28,1.493,0.008,0.003,0.003
49,84,35,7.153,0.003,0.004,0.002
49,84,42,43.056,0.009,0.003,0.003
49,84,49,0.42,0.023,0.002,0.003
49,84,56,60.351,0.009,0.004,0.003
49,84,63,7.437,0.007,0.004,0.003
49,84,70,18.884,0.003,0.003,0.005
49,84,77,6.12,0.004,0.003,0.003
49,84,84,3.473,0.009,0.005,0.006
49,84,91,4.868,0.116,0.003,0.003
49,84,98,6.194,0.026,0.004,0.003
49,84,105,40.336,0.011,0.005,0.003
49,84,112,24.098,0.004,0.004,0.004
49,84,119,12.703,0.004,0.003,0.003
49,84,126,6.3,0.004,0.002,0.005
49,84,133,10.143,0.02,0.003,0.003
49,84,140,15.374,0.058,0.003,0.002
49,84,147,9.457,0.012,0.003,0.004
49,84,154,6.104,0.005,0.003,0.003
49,84,161,12.811,0.008,0.002,0.003
49,84,168,3.0,0.004,0.003,0.003
49,84,175,28.978,0.01,0.005,0.004
56,0,0,0.0,0.0,0.0,0.263
56,0,7,0.895,0.106,0.0,0.257
56,0,14,0.001,0.0,0.0,0.0
56,0,21,0.0,0.169,0.0,0.27
56,0,28,11.997,0.0,0.0,0.234
56,0,35,1.362,0.0,0.0,0.0
56,0,42,0.507,0.0,0.27,0.27
56,0,49,1.434,0.262,0.222,0.27
56,0,56,0.581,0.505,0.251,0.0
56,0,63,0.988,0.0,0.27,0.255
56,0,70,3.181,0.372,0.247,0.248
56,0,77,2.559,0.36,0.0,0.261
56,0,84,2.565,0.0,0.332,0.239
56,0,91,0.001,0.0,0.0,0.268
56,0,98,0.674,0.0,0.0,0.0
56,0,105,0.0,0.0,0.0,0.0
56,0,112,0.0,0.452,0.273,0.238
56,0,119,11.212,0.0,0.0,0.236
56,0,126,0.466,0.183,0.0,0.254
56,0,133,0.311,0.0,0.0,0.236
56,0,140,0.0,0.0,0.0,0.0
56,0,147,0.0,0.883,0.0,0.0
56,0,154,0.0,0.493,0.0,0.286
56,0,161,5.47,0.0,0.278,0.247
56,0,168,0.0,0.0,0.295,0.0
56,0,175,2.595,0.0,0.253,0.205
56,7,0,3.554,0.022,0.012,0.005
56,7,7,1.775,0.992,0.011,0.022
56,7,14,2.253,0.167,0.01,0.023
56,7,21,4.064,0.129,0.002,0.002
56,7,28,0.653,0.162,0.003,0.001
56,7,35,1.716,0.047,0.004,0.004
56,7,42,2.233,0.149,0.017,0.003
56,7,49,19.252,0.22,0.027,0.002
56,7,56,1.851,0.1,0.004,0.003
56,7,63,2.582,0.024,0.316,0.005
56,7,70,25.054,0.039,0.002,0.003
56,7,77,3.979,0.126,0.004,0.016
56,7,84,13.636,0.01,0.01,0.003
56,7,91,4.035,0.46,0.004,0.001
56,7,98,3.149,0.012,0.012,0.006
56,7,105,8.612,0.544,0.151,0.002
56,7,112,2.945,0.002,0.005,0.003
56,7,119,6.625,0.926,0.003,0.004
56,7,126,4.086,0.194,0.013,0.001
56,7,133,3.198,0.049,0.004,0.003
56,7,140,3.227,0.103,0.002,0.001
56,7,147,19.961,0.581,0.003,0.002
56,7,154,30.402,0.119,0.003,0.003
56,7,161,2.567,0.023,0.319,0.005
56,7,168,3.82,0.947,0.007,0.003
56,7,175,3.279,0.774,0.01,0.003
56,14,0,6.441,0.002,0.001,0.0
56,14,7,8.134,0.009,0.002,0.014
56,14,14,8.159,0.475,0.003,0.001
56,14,21,7.621,0.018,0.026,0.009
56,14,28,2.75,0.011,0.008,0.002
56,14,35,6.947,0.059,0.007,0.014
56,14,42,6.771,0.008,0.002,0.001
56,14,49,10.563,0.018,0.002,0.011
56,14,56,5.772,0.004,0.004,0.01
56,14,63,6.556,0.474,0.003,0.001
56,14,70,10.155,0.027,0.027,0.013
56,14,77,4.656,0.018,0.002,0.002
56,14,84,38.003,0.014,0.002,0.012
56,14,91,4.146,0.012,0.0,0.002
56,14,98,2.132,0.013,0.002,0.003
56,14,105,14.29,0.033,0.001,0.001
56,14,112,1.026,0.02,0.013,0.013
56,14,119,5.446,0.005,0.002,0.002
56,14,126,2.725,0.006,0.015,0.006
56,14,133,0.96,0.004,0.001,0.002
56,14,140,3.263,0.034,0.002,0.014
56,14,147,2.019,0.03,0.001,0.005
56,14,154,5.492,0.014,0.003,0.013
56,14,161,3.251,0.013,0.007,0.01
56,14,168,2.488,0.022,0.001,0.001
56,14,175,2.833,0.013,0.003,0.012
56,21,0,3.813,0.003,0.002,0.002
56,21,7,4.316,0.021,0.001,0.009
56,21,14,10.039,0.015,0.008,0.009
56,21,21,5.729,0.021,0.016,0.014
56,21,28,0.994,0.005,0.005,0.002
56,21,35,0.8,0.005,0.006,0.011
56,21,42,3.04,0.007,0.007,0.011
56,21,49,7.993,0.009,0.001,0.001
56,21,56,5.016,0.001,0.002,0.006
56,21,63,3.427,0.022,0.001,0.008
56,21,70,0.072,0.01,0.002,0.007
56,21,77,74.228,0.001,0.001,0.001
56,21,84,9.725,0.03,0.015,0.004
56,21,91,1.115,0.011,0.009,0.004
56,21,98,2.19,0.017,0.016,0.002
56,21,105,4.667,0.011,0.003,0.001
56,21,112,9.523,0.009,0.01,0.001
56,21,119,5.754,0.011,0.006,0.009
56,21,126,12.836,0.014,0.001,0.008
56,21,133,12.068,0.001,0.002,0.002
56,21,140,5.388,0.029,0.015,0.012
56,21,147,12.041,0.025,0.006,0.011
56,21,154,5.346,0.012,0.001,0.001
56,21,161,5.322,0.015,0.01,0.006
56,21,168,9.372,0.016,0.008,0.001
56,21,175,4.745,0.003,0.003,0.005
56,28,0,0.032,0.001,0.001,0.007
56,28,7,7.05,0.006,0.004,0.008
56,28,14,0.604,0.017,0.013,0.012
56,28,21,1.288,0.005,0.001,0.002
56,28,28,0.175,0.004,0.007,0.001
56,28,35,0.81,0.007,0.008,0.005
56,28,42,1.385,0.008,0.006,0.005
56,28,49,8.614,0.007,0.003,0.008
56,28,56,15.05,0.008,0.008,0.008
56,28,63,26.433,0.016,0.001,0.01
56,28,70,27.256,0.011,0.005,0.006
56,28,77,9.06,0.001,0.004,0.005
56,28,84,10.986,0.01,0.005,0.009
56,28,91,2.158,0.008,0.005,0.007
56,28,98,3.602,0.011,0.01,0.006
56,28,105,7.195,0.008,0.01,0.005
56,28,112,18.429,0.002,0.002,0.011
56,28,119,10.458,0.012,0.014,0.009
56,28,126,0.782,0.007,0.007,0.002
56,28,133,0.964,0.001,0.005,0.001
56,28,140,4.005,0.013,0.004,0.008
56,28,147,15.214,0.012,0.012,0.003
56,28,154,14.516,0.003,0.007,0.01
56,28,161,4.377,0.012,0.003,0.008
56,28,168,5.649,0.011,0.012,0.009
56,28,175,6.237,0.039,0.01,0.008
56,35,0,2.007,0.0,0.007,0.006
56,35,7,6.222,0.003,0.005,0.005
56,35,14,3.161,0.009,0.01,0.01
56,35,21,11.234,0.008,0.01,0.009
56,35,28,4.73,0.002,0.008,0.001
56,35,35,0.95,0.011,0.008,0.008
56,35,42,3.915,0.011,0.007,0.008
56,35,49,3.424,0.003,0.007,0.001
56,35,56,9.761,0.008,0.008,0.007
56,35,63,15.486,0.008,0.007,0.006
56,35,70,1.666,0.009,0.009,0.004
56,35,77,0.17,0.01,0.005,0.009
56,35,84,8.046,0.002,0.001,0.003
56,35,91,4.569,0.009,0.007,0.007
56,35,98,5.303,0.002,0.008,0.01
56,35,105,0.747,0.006,0.005,0.005
56,35,112,2.148,0.007,0.002,0.004
56,35,119,6.193,0.009,0.004,0.01
56,35,126,4.238,0.01,0.006,0.009
56,35,133,1.112,0.01,0.007,0.003
56,35,140,1.371,0.009,0.009,0.007
56,35,147,14.737,0.005,0.004,0.007
56,35,154,8.462,0.009,0.008,0.001
56,35,161,3.559,0.006,0.007,0.006
56,35,168,11.785,0.004,0.002,0.005
56,35,175,8.213,0.007,0.003,0.004
56,42,0,0.364,0.006,0.006,0.006
56,42,7,1.604,0.007,0.008,0.007
56,42,14,2.689,0.003,0.004,0.001
56,42,21,0.135,0.009,0.004,0.006
56,42,28,4.412,0.004,0.003,0.003
56,42,35,1.566,0.008,0.007,0.007
56,42,42,4.702,0.007,0.006,0.006
56,42,49,0.437,0.009,0.006,0.005
56,42,56,1.292,0.004,0.007,0.006
56,42,63,5.365,0.008,0.006,0.004
56,42,70,18.601,0.006,0.004,0.003
56,42,77,1.973,0.009,0.006,0.006
56,42,84,5.316,0.003,0.004,0.003
56,42,91,6.88,0.001,0.002,0.001
56,42,98,4.996,0.008,0.006,0.005
56,42,105,9.02,0.006,0.006,0.007
56,42,112,4.26,0.006,0.005,0.007
56,42,119,1.86,0.01,0.008,0.006
56,42,126,2.911,0.008,0.007,0.006
56,42,133,5.421,0.007,0.005,0.008
56,42,140,18.075,0.008,0.006,0.006
56,42,147,0.932,0.0,0.006,0.006
56,42,154,11.118,0.006,0.006,0.004
56,42,161,13.47,0.007,0.004,0.006
56,42,168,11.751,0.005,0.007,0.005
56,42,175,0.386,0.005,0.007,0.006
56,49,0,28.048,0.005,0.004,0.004
56,49,7,3.206,0.003,0.006,0.006
56,49,14,8.908,0.005,0.004,0.004
56,49,21,12.393,0.004,0.004,0.005
56,49,28,11.329,0.003,0.005,0.005
56,49,35,0.686,0.007,0.007,0.006
56,49,42,5.057,0.005,0.005,0.005
56,49,49,2.256,0.006,0.006,0.005
56,49,56,8.673,0.005,0.006,0.005
56,49,63,28.015,0.006,0.004,0.006
56,49,70,25.289,0.004,0.004,0.004
56,49,77,0.235,0.006,0.006,0.005
56,49,84,0.18,0.006,0.007,0.006
56,49,91,12.603,0.003,0.004,0.005
56,49,98,24.809,0.002,0.005,0.006
56,49,105,1.675,0.004,0.004,0.003
56,49,112,1.295,0.004,0.006,0.006
56,49,119,8.35,0.004,0.003,0.005
56,49,126,3.76,0.005,0.006,0.005
56,49,133,11.331,0.007,0.005,0.005
56,49,140,4.539,0.007,0.006,0.006
56,49,147,1.285,0.005,0.005,0.005
56,49,154,18.582,0.005,0.004,0.004
56,49,161,3.225,0.004,0.005,0.005
56,49,168,0.011,0.002,0.005,0.006
56,49,175,7.364,0.004,0.004,0.004
56,56,0,19.588,0.004,0.004,0.004
56,56,7,9.08,0.003,0.004,0.004
56,56,14,16.542,0.004,0.004,0.004
56,56,21,2.753,0.004,0.003,0.004
56,56,28,9.59,0.004,0.005,0.005
56,56,35,15.971,0.005,0.004,0.005
56,56,42,2.065,0.005,0.004,0.004
56,56,49,2.279,0.004,0.004,0.004
56,56,56,3.216,0.005,0.005,0.005
56,56,63,3.612,0.003,0.004,0.004
56,56,70,16.663,0.005,0.005,0.005
56,56,77,40.106,0.005,0.004,0.005
56,56,84,11.043,0.004,0.005,0.005
56,56,91,34.458,0.005,0.004,0.004
56,56,98,13.548,0.005,0.005,0.005
56,56,105,10.389,0.003,0.004,0.004
56,56,112,3.018,0.004,0.005,0.004
56,56,119,1.731,0.006,0.004,0.004
56,56,126,5.795,0.004,0.004,0.004
56,56,133,6.229,0.002,0.003,0.005
56,56,140,10.327,0.003,0.005,0.005
56,56,147,2.028,0.004,0.003,0.004
56,56,154,7.823,0.004,0.004,0.004
56,56,161,6.086,0.004,0.004,0.005
56,56,168,31.413,0.004,0.004,0.004
56,56,175,1.666,0.003,0.004,0.005
56,63,0,0.389,0.006,0.005,0.004
56,63,7,6.922,0.002,0.004,0.003
56,63,14,9.28,0.004,0.004,0.004
56,63,21,7.111,0.004,0.004,0.004
56,63,28,7.345,0.004,0.004,0.004
56,63,35,8.253,0.005,0.004,0.004
56,63,42,0.73,0.004,0.004,0.004
56,63,49,28.239,0.005,0.004,0.004
56,63,56,0.17,0.004,0.004,0.004
56,63,63,0.729,0.004,0.004,0.004
56,63,70,2.712,0.002,0.004,0.003
56,63,77,24.139,0.004,0.004,0.005
56,63,84,6.914,0.004,0.005,0.004
56,63,91,0.648,0.004,0.004,0.004
56,63,98,12.919,0.004,0.004,0.004
56,63,105,2.036,0.006,0.004,0.004
56,63,112,2.165,0.002,0.003,0.003
56,63,119,41.43,0.004,0.004,0.004
56,63,126,4.534,0.005,0.004,0.004
56,63,133,7.478,0.004,0.004,0.004
56,63,140,18.581,0.003,0.004,0.004
56,63,147,32.556,0.004,0.004,0.004
56,63,154,6.103,0.006,0.004,0.004
56,63,161,7.33,0.004,0.004,0.004
56,63,168,8.058,0.004,0.004,0.004
56,63,175,11.1,0.004,0.003,0.004
56,70,0,0.017,0.003,0.003,0.003
56,70,7,10.158,0.004,0.003,0.003
56,70,14,35.297,0.003,0.003,0.003
56,70,21,15.005,0.003,0.003,0.003
56,70,28,6.46,0.004,0.004,0.003
56,70,35,19.125,0.003,0.003,0.003
56,70,42,44.482,0.004,0.004,0.003
56,70,49,6.08,0.005,0.003,0.003
56,70,56,25.634,0.003,0.003,0.004
56,70,63,22.771,0.004,0.003,0.003
56,70,70,3.578,0.004,0.003,0.004
56,70,77,6.596,0.005,0.003,0.003
56,70,84,1.846,0.005,0.004,0.004
56,70,91,12.644,0.003,0.003,0.003
56,70,98,1.529,0.006,0.003,0.004
56,70,105,49.243,0.005,0.002,0.002
56,70,112,6.55,0.005,0.003,0.003
56,70,119,11.315,0.003,0.004,0.003
56,70,126,0.781,0.003,0.003,0.003
56,70,133,41.06,0.005,0.004,0.003
56,70,140,5.776,0.003,0.003,0.003
56,70,147,10.557,0.005,0.003,0.003
56,70,154,6.096,0.004,0.003,0.003
56,70,161,0.079,0.004,0.004,0.004
56,70,168,0.785,0.004,0.003,0.003
56,70,175,13.138,0.004,0.004,0.004
56,77,0,0.524,0.008,0.003,0.003
56,77,7,10.154,0.007,0.003,0.003
56,77,14,17.072,0.01,0.002,0.003
56,77,21,24.203,0.005,0.003,0.004
56,77,28,10.245,0.004,0.003,0.003
56,77,35,21.287,0.003,0.002,0.003
56,77,42,4.248,0.006,0.003,0.003
56,77,49,3.382,0.004,0.003,0.003
56,77,56,7.037,0.002,0.003,0.003
56,77,63,58.19,0.004,0.004,0.003
56,77,70,5.933,0.003,0.002,0.003
56,77,77,3.133,0.004,0.002,0.003
56,77,84,1.836,0.003,0.004,0.004
56,77,91,35.899,0.013,0.003,0.003
56,77,98,0.959,0.008,0.003,0.003
56,77,105,3.715,0.005,0.004,0.003
56,77,112,14.445,0.003,0.003,0.003
56,77,119,5.551,0.001,0.003,0.003
56,77,126,16.294,0.005,0.004,0.004
56,77,133,17.881,0.01,0.003,0.003
56,77,140,43.146,0.007,0.003,0.003
56,77,147,7.71,0.006,0.004,0.003
56,77,154,8.992,0.004,0.003,0.003
56,77,161,6.945,0.003,0.003,0.003
56,77,168,5.931,0.003,0.003,0.003
56,77,175,3.238,0.002,0.004,0.003
56,84,0,0.158,0.09,0.003,0.002
56,84,7,3.276,0.034,0.003,0.003
56,84,14,1.818,0.005,0.003,0.003
56,84,21,4.457,0.006,0.003,0.003
56,84,28,38.683,0.001,0.002,0.003
56,84,35,34.109,0.003,0.003,0.003
56,84,42,42.14,0.022,0.003,0.003
56,84,49,14.912,0.013,0.003,0.003
56,84,56,18.686,0.003,0.004,0.004
56,84,63,20.731,0.008,0.003,0.003
56,84,70,69.563,0.004,0.002,0.002
56,84,77,4.714,0.005,0.003,0.003
56,84,84,12.959,0.006,0.004,0.004
56,84,91,4.933,0.131,0.005,0.004
56,84,98,6.376,0.004,0.004,0.004
56,84,105,8.602,0.009,0.004,0.003
56,84,112,13.763,0.002,0.004,0.003
56,84,119,38.838,0.006,0.003,0.003
56,84,126,5.324,0.004,0.004,0.004
56,84,133,8.176,0.041,0.003,0.003
56,84,140,34.491,0.025,0.003,0.003
56,84,147,36.752,0.013,0.003,0.004
56,84,154,7.644,0.014,0.002,0.003
56,84,161,5.922,0.004,0.004,0.003
56,84,168,5.201,0.01,0.003,0.003
56,84,175,9.427,0.003,0.004,0.002
63,0,0,7.11,0.0,0.0,0.252
63,0,7,1.832,0.0,0.0,0.28
63,0,14,0.0,0.0,0.0,0.222
63,0,21,0.002,0.0,0.0,0.0
63,0,28,0.707,0.0,0.0,0.295
63,0,35,0.888,0.476,0.0,0.0
63,0,42,2.053,0.0,0.0,0.238
63,0,49,5.299,0.364,0.246,0.27
63,0,56,2.639,0.0,0.0,0.243
63,0,63,0.001,0.416,0.0,0.238
63,0,70,17.368,0.0,0.0,0.232
63,0,77,0.0,0.359,0.221,0.245
63,0,84,0.197,0.0,0.0,0.242
63,0,91,0.0,0.0,0.297,0.239
63,0,98,7.091,0.0,0.254,0.267
63,0,105,3.044,0.0,0.0,0.237
63,0,112,0.016,0.0,0.295,0.25
63,0,119,5.055,0.0,0.246,0.0
63,0,126,0.0,0.0,0.0,0.258
63,0,133,2.943,0.0,0.323,0.0
63,0,140,0.0,0.0,0.0,0.192
63,0,147,0.001,0.0,0.262,0.0
63,0,154,0.001,0.0,0.0,0.0
63,0,161,1.078,0.0,0.0,0.268
63,0,168,2.118,0.0,0.209,0.281
63,0,175,2.666,0.0,0.279,0.0
63,7,0,1.99,0.069,0.002,0.006
63,7,7,9.801,0.117,0.005,0.006
63,7,14,3.041,0.202,0.012,0.003
63,7,21,3.013,2.525,0.006,0.006
63,7,28,1.383,0.303,0.87,0.004
63,7,35,0.017,1.521,0.003,0.003
63,7,42,2.463,0.055,0.013,0.005
63,7,49,5.036,0.032,0.002,0.002
63,7,56,0.376,0.38,0.022,0.004
63,7,63,3.192,0.089,0.008,0.019
63,7,70,0.37,0.082,0.003,0.003
63,7,77,23.364,0.174,0.004,0.006
63,7,84,3.214,0.679,0.008,0.002
63,7,91,4.488,0.019,0.005,0.006
63,7,98,3.243,0.361,0.416,0.002
63,7,105,0.501,0.005,0.021,0.003
63,7,112,1.414,0.083,0.038,0.009
63,7,119,1.167,0.605,0.037,0.026
63,7,126,7.204,2.516,0.009,0.004
63,7,133,2.313,0.224,0.008,0.017
63,7,140,2.616,0.642,0.004,0.002
63,7,147,3.233,0.168,0.005,0.003
63,7,154,2.074,0.229,0.008,0.003
63,7,161,2.232,0.095,0.0,0.002
63,7,168,2.189,1.603,0.232,0.005
63,7,175,0.946,0.132,0.305,0.311
63,14,0,5.015,0.001,0.0,0.002
63,14,7,3.071,0.016,0.002,0.026
63,14,14,1.504,0.03,0.002,0.004
63,14,21,5.936,0.186,0.012,0.019
63,14,28,0.964,0.003,0.003,0.002
63,14,35,13.004,0.075,0.016,0.014
63,14,42,3.493,0.006,0.002,0.001
63,14,49,22.804,0.006,0.002,0.006
63,14,56,2.946,0.013,0.003,0.01
63,14,63,2.995,0.003,0.002,0.006
63,14,70,43.036,0.032,0.007,0.017
63,14,77,6.478,0.009,0.002,0.003
63,14,84,13.012,0.019,0.002,0.007
63,14,91,8.108,0.006,0.003,0.002
63,14,98,26.776,0.012,0.001,0.005
63,14,105,6.407,0.01,0.002,0.002
63,14,112,2.569,0.024,0.023,0.025
63,14,119,1.338,0.021,0.007,0.005
63,14,126,6.406,0.039,0.026,0.019
63,14,133,4.876,0.013,0.002,0.002
63,14,140,6.138,0.005,0.002,0.014
63,14,147,34.889,0.029,0.005,0.002
63,14,154,5.528,0.013,0.005,0.01
63,14,161,4.693,0.179,0.006,0.009
63,14,168,5.393,0.017,0.001,0.003
63,14,175,2.98,1.763,0.007,0.01
63,21,0,9.817,0.001,0.002,0.001
63,21,7,3.901,0.01,0.002,0.004
63,21,14,5.643,0.005,0.002,0.002
63,21,21,10.442,0.012,0.013,0.008
63,21,28,0.705,0.024,0.001,0.001
63,21,35,0.194,0.003,0.003,0.005
63,21,42,2.456,0.015,0.014,0.013
63,21,49,6.026,0.006,0.01,0.002
63,21,56,3.731,0.005,0.001,0.001
63,21,63,3.616,0.029,0.007,0.022
63,21,70,0.403,0.012,0.008,0.016
63,21,77,0.304,0.011,0.01,0.01
63,21,84,3.891,0.004,0.011,0.003
63,21,91,6.19,0.011,0.004,0.005
63,21,98,0.56,0.022,0.021,0.002
63,21,105,8.065,0.011,0.004,0.001
63,21,112,1.021,0.0,0.005,0.005
63,21,119,0.439,0.016,0.003,0.002
63,21,126,0.242,0.009,0.001,0.001
63,21,133,7.033,0.004,0.001,0.001
63,21,140,39.236,0.002,0.007,0.01
63,21,147,2.215,0.022,0.011,0.003
63,21,154,2.895,0.006,0.013,0.009
63,21,161,9.696,0.011,0.004,0.001
63,21,168,8.136,0.004,0.007,0.02
63,21,175,3.969,0.01,0.002,0.015
63,28,0,0.007,0.002,0.001,0.008
63,28,7,1.239,0.018,0.017,0.013
63,28,14,1.789,0.002,0.002,0.001
63,28,21,3.029,0.003,0.002,0.008
63,28,28,2.614,0.006,0.001,0.002
63,28,35,0.062,0.001,0.004,0.004
63,28,42,3.064,0.017,0.011,0.001
63,28,49,0.05,0.013,0.009,0.013
63,28,56,6.671,0.007,0.013,0.007
63,28,63,3.384,0.009,0.002,0.002
63,28,70,2.6,0.012,0.011,0.009
63,28,77,6.452,0.018,0.016,0.015
63,28,84,7.091,0.016,0.001,0.005
63,28,91,0.072,0.009,0.002,0.009
63,28,98,5.647,0.008,0.011,0.01
63,28,105,4.128,0.013,0.009,0.007
63,28,112,1.125,0.009,0.007,0.004
63,28,119,2.229,0.007,0.008,0.005
63,28,126,3.272,0.013,0.01,0.009
63,28,133,0.115,0.003,0.003,0.001
